DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.1002/pam.20526,Journal of Policy Analysis and Management,2010,Postsecondary preparation and remediation: Examining the effect of the early assessment program at California State University,Quantitative,Statistical ,"Using administrative records from California State University,–Sacramento and the California Department of Education, we find that participation in the Early Assessment Program reduces the average student's probability of needing remediation at California State University by 6.1 percentage points in English and 4.1 percentage points in mathematics."
https://doi.org/10.1002/pam.20533,Journal of Policy Analysis and Management,2010,Extending the EITC to noncustodial parents: Potential impacts and design considerations,Quantitative,Descriptive ,This paper provides background information about the policy and presents national estimates of eligibility and benefits for an NCP EITC under three alternative policy scenarios.
https://doi.org/10.1002/pam.20531,Journal of Policy Analysis and Management,2010,Success and design of local referenda for land conservation,Quantitative,Statistical,"Table 2 describes these data at the jurisdiction level, differentiated by jurisdictions with and without referenda and by type of jurisdiction (county and municipality)."
https://doi.org/10.1002/pam.20534,Journal of Policy Analysis and Management,2010,Unchanging child support orders in the face of unstable earnings,Quantitative,Statistical,"Using discrete-time multinomial event history models that consider time-varying variables and control for censored observations, we find some evidence of changes in earnings being associated with changes in orders, all else equal, but the relationship is relatively weak and order changes are not proportional to earnings changes. "
https://doi.org/10.1002/pam.20527,Journal of Policy Analysis and Management,2010,Intertemporal regulatory tasks and responsibilities for greenhouse gas reductions,Quantitative,Theoretical ,"We develop recommendations for how these annual targets—which we collectively term a “compliance pathway”—can be set, as well as what flexibility sources should have to adjust in light of cost uncertainties."
https://doi.org/10.1002/pam.20529,Journal of Policy Analysis and Management,2010,Political and public acceptability of congestion pricing: Ideology and self-interest,Quantitative,Comparative,"We match precinct voting records to resident commute times and costs by traffic zone, and we analyze patterns of voting in response to economic and political incentives."
https://doi.org/10.1002/pam.20548,Journal of Policy Analysis and Management,2010,Changes in U.S. hospitalization and mortality rates following smoking bans,Quantitative,Comparative," This paper analyzes nationally representative databases, including the Nationwide Inpatient Sample, to compare short-term changes in mortality and hospitalization rates in smoking-restricted regions with control regions."
https://doi.org/10.1002/pam.20544,Journal of Policy Analysis and Management,2010,A cure for crime? Psycho-pharmaceuticals and crime trends,Quantitative,Regression,In Table 2 we present regression results on the relationship between prescriptionsfor psychiatric medications and violent crimes rates as measured by offenses knownto the police.
https://doi.org/10.1002/pam.20549,Journal of Policy Analysis and Management,2010,"Teacher career paths, teacher quality, and persistence in the classroom: Are public schools keeping their best?",Quantitative,Statistical/Regression,Table 1 reports sample statistics from the year 2002 for the four possible out-comes:
https://doi.org/10.1002/pam.20545,Journal of Policy Analysis and Management,2010,The role of teacher quality in retention and hiring: Using applications to transfer to uncover preferences of teachers and schools,Quantitative,Statistical/Regression,"To assess this, we used multivariate, logistic regression to model whether migrating teachers used the Transfer Request System as a function of teacher characteristics."
https://doi.org/10.1002/pam.20546,Journal of Policy Analysis and Management,2010,Growing exports by signaling product quality: Trade competition and the cross-national diffusion of ISO 9000 quality standards,Quantitative,Regression ,Table 2 reports the findings from three model specifications
https://doi.org/10.1002/pam.20547,Journal of Policy Analysis and Management,2010,Does more federal environmental funding increase or decrease states' efforts?,Quantitative,Regression ,"We model the system of federal funds andstate budgets as seemingly unrelated regression (SUR) equations (Zellner, 1962,1963)"
https://doi.org/10.1002/pam.20564,Journal of Policy Analysis and Management,2011,Presidential address: Evaluating the questions that alternative policy success measures answer,Quantitative,Data Collection,"Much of what we do as evidence-based policyanalysts is use, and in some cases collect, data to determine if a given policy has orwill satisfy a set of success criteria. "
https://doi.org/10.1002/pam.20559,Journal of Policy Analysis and Management,2011,State mortgage foreclosure policies and lender interventions: Impacts on borrower behavior in default,Quantitative,Statistical ,"Given the descriptive statistics in Table 2, there are clear differences betweenthe two groups of borrowers—those who were sent the counseling letter and thosewho were sent the letter offering direct assistance from the lender. "
https://doi.org/10.1002/pam.20561,Journal of Policy Analysis and Management,2011,The benefits and costs of the Section 8 housing subsidy program: A framework and estimates of first-year effects,Quantitative,Cost-Benefit ,This paper provides estimates for a comprehensive set of social benefits and costs associated with the federal Housing Choice Voucher ( Section 8) program.
https://doi.org/10.1002/pam.20586,Journal of Policy Analysis and Management,2011,The impact of no Child Left Behind on student achievement,Quantitative,Statistical , This study presents evidence on whether NCLB has influenced student achievement based on an analysis of state-level panel data on student test scores from the National Assessment of Educational Progress (NAEP). 
https://doi.org/10.1002/pam.20585,Journal of Policy Analysis and Management,2011,Making a difference? The effects of Teach For America in high school,Quantitative,Statistical ,We use rich longitudinal data from North Carolina and estimate TFA effects through cross-subject student and school fixed effects models. 
https://doi.org/10.1002/pam.20589,Journal of Policy Analysis and Management,2011,Weighted student funding in the Netherlands: A model for the U.S.?,Qualitative,Comparative,"In this article we describe and evaluate the Dutch system and explore what insights there might be for the U.S., taking into account the very different cultural and normative contexts of the two countries. "
https://doi.org/10.1002/pam.20593,Journal of Policy Analysis and Management,2011,Increase in the length of incarceration and the subsequent labor market outcomes: Evidence from men released from Illinois state prisons,Quantitative,Statistical ,To investigate this claim I examine how increase in duration of incarceration affects subsequent earnings and employment.
https://doi.org/10.1002/pam.20590,Journal of Policy Analysis and Management,2011,Encryption and the loss of patient data,Quantitative,Statistical ,"This is particularly the case in the medical sector, where we find empirical evidence that increased digitization of patient data is associated with more data breaches."
https://doi.org/10.1002/pam.20579,Journal of Policy Analysis and Management,2011,"A supervisor like me: Race, representation, and the satisfaction and turnover decisions of public sector employees",Quantitative,Statistical ,"Employing multiple estimation methods, we find that, consistent with the predictions of representation theory, teachers report higher job satisfaction and turn over less often when supervised by an own-race principal."
https://doi.org/10.1002/pam.20580,Journal of Policy Analysis and Management,2011,Searching for contracting patterns over time: Do prime contractor and subcontractor relations follow similar patterns for professional services provision?,Qualitative,Comparative,This paper compares over a 12-year period (1) patterns of contracting between a state transportation agency and its prime contractors providing engineering design services with (2) patterns between these prime contractors and their subcontractors.
https://doi.org/10.1002/pam.20584,Journal of Policy Analysis and Management,2011,The social cost of trading: Measuring the increased damages from sulfur dioxide trading in the United States,Quantitative,Statistical ,"From 2000 to 2007, conservative estimates of the value of mortality risk suggest that trades increased damages from $0.8 to $1.1 billion annually relative to the initial allowance allocation and from $1.5 to $1.9 billion annually relative to a uniform performance standard."
https://doi.org/10.1002/pam.20578,Journal of Policy Analysis and Management,2011,The methodology of normative policy analysis,Quantitative,Theoretical ," Using disagreements in climate policy to illustrate, we demonstrate how illuminating the structure of disagreement helps to clarify the way forward. "
https://doi.org/10.1002/pam.20611,Journal of Policy Analysis and Management,2011,The impact of changing financial work incentives on the earnings of Social Security Disability Insurance (SSDI) beneficiaries,Quantitative,Experimental ,We report results from a pilot project that replaces the complete loss of benefits with a gradual reduction in benefits of $1 for every $2 earned above an earnings disregard level. 
https://doi.org/10.1002/pam.20613,Journal of Policy Analysis and Management,2011,The long-term effects on children and adolescents of a policy providing work supports for low-income parents,Quantitative,Experimental ,"New Hope, an employment-based poverty-reduction intervention for adults evaluated in a random-assignment experimental design, had positive impacts on children's achievement and social behavior two and five years after random assignment. "
https://doi.org/10.1002/pam.20599,Journal of Policy Analysis and Management,2011,Reducing child support debt and its consequences: Can forgiveness benefit all?,Quantitative,Experimental ,"This paper presents findings from an evaluation of a demonstration program developed to help noncustodial parents with large child support debts reduce their debt while simultaneously increasing child support paid to families, through gradual forgiveness of arrears conditional on payment of current child support obligations."
https://doi.org/10.1002/pam.20603,Journal of Policy Analysis and Management,2011,Regulating abortion: Impact on patients and providers in Texas,Quantitative,Statistical ,Figure 1 shows counties in Texas and surroundingstates that had at least one nonhospital provider that performed abortions at or after16 weeks’ gestation in 2003.
https://doi.org/10.1002/pam.20598,Journal of Policy Analysis and Management,2011,Do blue laws save lives? The effect of Sunday alcohol sales bans on fatal vehicle accidents,Quantitative,Statistical ,"Using a panel data set of all fatal vehicle accidents in the U.S. between 1990 and 2009 combined with 15 state repeals of blue laws, we show that restricting alcohol sales on Sunday has at most a small effect on fatal accident rates."
https://doi.org/10.1002/pam.20600,Journal of Policy Analysis and Management,2011,Do vehicle recalls reduce the number of accidents? The case of the U.S. car market,Quantitative,Statistical , In this paper we empirically quantify the effect of vehicle recalls on safety using repeated cross-sections on accidents of individual drivers and aggregate vehicle recall data to construct synthetic panel data on individual drivers of a particular vehicle model.
https://doi.org/10.1002/pam.20601,Journal of Policy Analysis and Management,2011,The transformation of the Supplemental Nutrition Assistance Program,Quantitative,Statistical ,Table 1 summarizes the prevalence of key welfare and SNAP policies overthe 1990s and 2000s and notes the national unemployment rate. 
https://doi.org/10.1002/pam.20610,Journal of Policy Analysis and Management,2011,Policy attribute framing: A comparison between three policy instruments for personal emissions reduction,Quantitative,Experimental ,"A comparative experiment in the UK examined people's willingness to change energy consumption behavior under three different policy framings: energy tax, carbon tax, and personal carbon allowances (PCA). "
https://doi.org/10.1002/pam.20618,Journal of Policy Analysis and Management,2011,Energy demand-side management: New perspectives for a new era,Quantitative,Statistical ,The present study compiles cross-sectional data from across a variety of different data-bases. 
https://doi.org/10.1002/pam.20619,Journal of Policy Analysis and Management,2011,A preliminary theory of dark network resilience,Qualitative,Case Study ," Based on an in-depth study of three cases (MK, the armed wing of the African National Congress in South Africa during apartheid; FARC, the Marxist guerrilla movement in Colombia; and the Liberation Tigers of Tamil Eelam, LTTE, in Sri Lanka),"
https://doi.org/10.1002/pam.20616,Journal of Policy Analysis and Management,2011,The efficiency of a group-specific mandated benefit revisited: The effect of infertility mandates,Quantitative,Statistical ,This paper uses data from the Census Bureau’s March Current Population Survey(CPS) for the years 1980 to 2007 as a repeated cross-section. 
https://doi.org/10.1002/pam.21608,Journal of Policy Analysis and Management,2012,The Effects of Building Strong Families: A Healthy Marriage and Relationship Skills Education Program for Unmarried Parents,Quantitative,Experimental ," Based on a random assignment research design, the analysis uses survey data from more than 4,700 couples across eight research sites to estimate program effects. "
https://doi.org/10.1002/pam.21625,Journal of Policy Analysis and Management,2012,Medicare Part D and Its Effect on the Use of Prescription Drugs and Use of Other Health Care Services of the Elderly,Quantitative,Statistical ,"Around the time of passage of the MMA, approximately one-thirdof seniors did not have prescription drug insurance (see Table 1 in text; Khan &Kaestner, 2009; Levy & Weir, 2010)"
https://doi.org/10.1002/pam.21614,Journal of Policy Analysis and Management,2012,Three Strategies to Prevent Unintended Pregnancy,Quantitative,Statistical ," In a majority of these specifications, policies’ fiscal benefit-cost ratios are less than 1."
https://doi.org/10.1002/pam.21602,Journal of Policy Analysis and Management,2012,Junk Food in Schools and Childhood Obesity,Quantitative,Regression,"The ECLS-K is a panel data set on a nationally representative cohort of kindergarten-ers in the United States who entered school in fall 1998 (Tourangeau et al., 2006)."
https://doi.org/10.1002/pam.21601,Journal of Policy Analysis and Management,2012,Is There an Association Between Gasoline Prices and Physical Activity? Evidence from American Time Use Data,Quantitative,Regression, Results from multivariate regression models with state and time fixed effects indicate that higher gasoline prices are associated with an overall increase of physical activity that is at least moderately energy intensive. 
https://doi.org/10.1002/pam.21604,Journal of Policy Analysis and Management,2012,The Impact of Federal Preemption of State Antipredatory Lending Laws on the Foreclosure Crisis,Quantitative,Comparative ,The results provide evidence of a relatively higher increase in default risk among loans exempted from strong state antipredatory laws. These results are most robust among refinance mortgages with adjustable interest rates—a large and highly dynamic market in the period of analysis.
https://doi.org/10.1002/pam.21603,Journal of Policy Analysis and Management,2012,The Effect of Requiring Private Employers to Extend Health Benefit Eligibility to Same-Sex Partners of Employees: Evidence from California,Quantitative,Statistical ,"Pooling data from 2001 to 2007, we find that the reform had no effects on differences in insurance outcomes between gay and straight men. "
https://doi.org/10.1002/pam.21600,Journal of Policy Analysis and Management,2012,Reducing Environmental Risks by Information Disclosure: Evidence in Residential Lead Paint Disclosure Rule,Quantitative,Statistical ,"Table 1 reports descriptive statistics of the sales-based panel data, which wereused for the test model."
https://doi.org/10.1002/pam.21641,Journal of Policy Analysis and Management,2012,Are Green Vehicles Worth the Extra Cost? The Case of Diesel-Electric Hybrid Technology for Urban Delivery Vehicles,Quantitative,Statistical ,An economic model is used to simulate the conditional probability density functions of the net present values (NPVs) of diesel electric hybrids annually from 2012 to 2030. 
https://doi.org/10.1002/pam.21633,Journal of Policy Analysis and Management,2012,Do Carrots Work? Examining the Effectiveness of EPA's Compliance Assistance Program,Quantitative,Statistical , this paper uses data on hazardous waste generators nationwide to assess the effect of federal compliance assistance programs in improving compliance with hazardous waste regulations. 
https://doi.org/10.1002/pam.21599,Journal of Policy Analysis and Management,2012,"Heat Waves, Droughts, and Preferences for Environmental Policy",Quantitative,Statistical ,"Using data from a new household survey on environmental attitudes, behaviors, and policy preferences, we find that current weather conditions affect preferences for environmental regulation. "
https://doi.org/10.1002/pam.21631,Journal of Policy Analysis and Management,2012,Environmental Justice and Green-Technology Adoption,Quantitative,Statistical ,"Table 1 contains the bivariate results, which show a distinct and statisticallysignificant variation in non-PERC usage."
https://doi.org/10.1002/pam.21634,Journal of Policy Analysis and Management,2012,The Effect of Media on Charitable Giving and Volunteering: Evidence from the “Give Five” Campaign,Quantitative,Statistical ,Table 1 presents the summary statistics and the definitions of key variablesused in the empirical analysis.
https://doi.org/10.1002/pam.21647,Journal of Policy Analysis and Management,2012,Who Benefits from KIPP?,Quantitative,Experimental,Table 3 probes for evidence of differential attrition between lottery winners andlosers.
https://doi.org/10.1002/pam.21650,Journal of Policy Analysis and Management,2012,Family Business or Social Problem? The Cost of Unreported Domestic Violence,Quantitative,Statistical ,Table 1 shows summary statistics of the data
https://doi.org/10.1002/pam.21649,Journal of Policy Analysis and Management,2012,Brown Fades: The End of Court-Ordered School Desegregation and the Resegregation of American Public Schools,Quantitative,Comparative ,"We find that racial school segregation in these districts increased gradually following release from court order, relative to the trends in segregation in districts remaining under court order. "
https://doi.org/10.1002/pam.21652,Journal of Policy Analysis and Management,2012,"Do Child Development Accounts Promote Account Holding, Saving, and Asset Accumulation for Children's Future? Evidence from a Statewide Randomized Experiment",Quantitative,Experimental/Regression," Using a sample of infants randomly selected from birth records (N = 2,670) and randomly assigned to treatment and control groups, this study runs probit and ordinary least squares (OLS) regressions."
https://doi.org/10.1002/pam.21664,Journal of Policy Analysis and Management,2012,The Expected Impact of State Immigration Legislation on Labor Market Outcomes,Qualitative,Theoretical ,The purpose of this paper is to examine some evidence on what workers should expect if the immigration legislation is successful in eliminating undocumented workers from states' labor markets.
https://doi.org/10.1002/pam.21662,Journal of Policy Analysis and Management,2012,Intensifying Social Exchange Relationships in Public Organizations: Evidence from a Randomized Field Experiment,Quantitative,Experimental,We use a randomized field experiment involving more than 800 public employees to estimate the effect.
https://doi.org/10.1002/pam.21670,Journal of Policy Analysis and Management,2012,The Effects of Foreclosure Counseling for Distressed Homeowners,Quantitative,Statistical ,"Table 1 shows a comparison of the CTS data used in this study to a sample ofloans pulled from another industry-based repository of mortgage payment data, theLender Processing Services (LPS) data set."
https://doi.org/10.1002/pam.21676,Journal of Policy Analysis and Management,2013,The Effects of California's Paid Family Leave Program on Mothers’ Leave-Taking and Subsequent Labor Market Outcomes,Quantitative,Statistical ," We obtain robust evidence that the California program doubled the overall use of maternity leave, increasing it from an average of three to six weeks for new mothers—with some evidence of particularly large growth for less advantaged groups."
https://doi.org/10.1002/pam.21691,Journal of Policy Analysis and Management,2013,"School Vouchers and Student Outcomes: Experimental Evidence from Washington, DC",Quantitative,Experimental,"Because the program was oversubscribed in its early years of operation, and vouchers were awarded by lottery, we were able to use the “gold standard” evaluation method of a randomized experiment to determine what impacts the OSP had on student outcomes. "
https://doi.org/10.1002/pam.21674,Journal of Policy Analysis and Management,2013,Politics Can Limit Policy Opportunism in Fiscal Institutions: Evidence from Official General Fund Revenue Forecasts in the American States,Quantitative,Comparative,"Testable propositions based on an analysis of varying electoral incentives and time horizons created by these different contexts are empirically tested using panel data on official general fund revenue forecasts in the American states, 1987 to 2008."
https://doi.org/10.1002/pam.21675,Journal of Policy Analysis and Management,2013,Spillover Effects of Voluntary Environmental Programs on Greenhouse Gas Emissions: Lessons from Mexico,Quantitative,Comparative,"We analyze two VEPs in Mexico, the global standard ISO 14001 and the local standard Clean Industry. These two VEPs differ in the stringency of the standards and in their ability to sanction noncompliant facilities. "
https://doi.org/10.1002/pam.21688,Journal of Policy Analysis and Management,2013,High School Exit Exams and Dropout in an Era of Increased Accountability,Quantitative,Statistical ,"We find that HSEEs increase dropout rates for students in the 12th grade, with especially large effects for African-American students."
https://doi.org/10.1002/pam.21692,Journal of Policy Analysis and Management,2013,Municipal Rebate Programs for Environmental Retrofits: An Evaluation of Additionality and Cost-Effectiveness,Quantitative,Experiemental,"An experiment for estimating expected water savings from HET installation(ideal experiment #1) would be to randomly assign HET toilets to a subset of thehouseholds that are adopters, that is, those who will install an HET in the absenceof an assignment mechanism. "
https://doi.org/10.1002/pam.21687,Journal of Policy Analysis and Management,2013,Are Charitable Giving and Religious Attendance Complements or Substitutes? The Role of Measurement Error,Quantitative,Statistical ,"Using data from the Independent Sector Survey of Giving and Volunteering, I estimate a tax price elasticity for religious attendance of −0.4, which implies that charitable giving and religious attendance are complements."
https://doi.org/10.1002/pam.21695,Journal of Policy Analysis and Management,2013,"Cream-Skimming, Parking and Other Intended and Unintended Effects of High-Powered, Performance-Based Contracts",Quantitative,Experimental ,"research presents a unique opportunity to investigate a specialcase in which the delivery of publicly funded social services moved to a system with very high-powered incentives, specifically, with payments to contractors fully(100 percent) contingent on their performance. "
https://doi.org/10.1002/pam.21694,Journal of Policy Analysis and Management,2013,Fiscal Rules and the Composition of Government Expenditures in OECD Countries,Quantitative,Statistical ," Using a sample of 22 OECD countries, we found a negative effect of fiscal rules on the ratio of social transfers to government consumption."
https://doi.org/10.1002/pam.21693,Journal of Policy Analysis and Management,2013,Has the Shift to Managed Care Reduced Medicaid Expenditures? Evidence from State and Local-Level Mandates,Quantitative,Statistical ,data for all 50 states and the District of Columbia to investigate the effect of MMC contracting on Medicaid expenditures. 
https://doi.org/10.1002/pam.21701,Journal of Policy Analysis and Management,2013,State Unemployment Insurance Trust Solvency and Benefit Generosity,Quantitative,Statistical ,Figure 1 shows the long-term variation in the 50-state reserve ratio and the50-state average replacement rate for the years 1963–2006.
https://doi.org/10.1002/pam.21697,Journal of Policy Analysis and Management,2013,"Technical Management in an Age of Openness: The Political, Public, and Environmental Forest Ranger",Quantitative,Statistical ," This study uses data on 83,000 hazardous fuels reduction activities conducted by the Forest Service from 2001 to 2011."
https://doi.org/10.1002/pam.21699,Journal of Policy Analysis and Management,2013,"Teacher Pension Systems, the Composition of the Teaching Workforce, and Teacher Quality",Qualitative,Case Study,We examine the link between teachers’ pension incentives and workforce quality and find no evidence to suggest that the incentives raise quality. 
https://doi.org/10.1002/pam.21702,Journal of Policy Analysis and Management,2013,An Experimental Test of the Expectancy-Disconfirmation Theory of Citizen Satisfaction,Qualitative,Experimental,"Because this study is a true randomized experiment, it provides better evidence than previous studies regarding the true causal nature of these relationships."
https://doi.org/10.1002/pam.21704,Journal of Policy Analysis and Management,2013,"Aviation Security, Risk Assessment, and Risk Aversion for Public Decisionmaking",Quantitative,Cost Benefit,We employ a “break-even” cost-benefit analysis to determine the minimum probability of an otherwise successful attack that is required for the benefit of security measures to equal their cost.
https://doi.org/10.1002/pam.21705,Journal of Policy Analysis and Management,2013,Would a Value-Added System of Retention Improve the Distribution of Teacher Quality? A Simulation of Alternative Policies,Quantitative,Experimental," Finally, the simulation makes a step forward by incorporating recent empirical findings of a relationship between teacher quality and natural attrition from the profession."
https://doi.org/10.1002/pam.21715,Journal of Policy Analysis and Management,2013,Experimental Evidence on the Effect of Childhood Investments on Postsecondary Attainment and Degree Completion,Quantitative,Experimental,"We used the random assignment in Project STAR (the Tennessee Student/Teacher Achievement Ratio experiment) to estimate the effect of smaller classes in primary school on college entry, college choice, and degree completion. "
https://doi.org/10.1002/pam.21717,Journal of Policy Analysis and Management,2013,Collection of Delinquent Fines: An Adaptive Randomized Trial to Assess the Effectiveness of Alternative Text Messages,Quantitative,Experimental,"This paper reports the results of a large randomized controlled trial, led by the UK Cabinet Office's Behavioural Insights Team, which was designed to test the effectiveness of mobile phone text messaging as an alternative method of inducing people to pay their outstanding fines. "
https://doi.org/10.1002/pam.21720,Journal of Policy Analysis and Management,2013,The Effect of the Kyoto Protocol on Carbon Emissions,Quantitative,Experimental,"Kyoto Protocol as an international climate policy quasi-natural experiment, and ex-post evaluate its effect on emissions. "
https://doi.org/10.1002/pam.22433,Journal of Policy Analysis and Management,2013,Discouraging Disadvantaged Fathers’ Employment: An Unintended Consequence of Policies Designed to Support Families,Quantitative,Experimental,"We used childbirth costs charged in unmarried mothers’ Medicaid-covered childbirths, from Wisconsin administrative records, as an exogenous source of variation to identify the impact of debt."
https://doi.org/10.1002/pam.21711,Journal of Policy Analysis and Management,2013,Choice in a World of New School Types,Quantitative,Data Collection,Use of restricted-access data from the Early Childhood Longitudinal Study allowed us to identify household location from a nationally representative sample of students and to match households to the actual schools attended and other nearby schools. 
https://doi.org/10.1002/pam.21713,Journal of Policy Analysis and Management,2013,The Effects of Green Cards on the Wages and Innovations of New PhDs,Quantitative,Comprative,"Four to eight years after graduation, CSPA beneficiaries earned 9 percent more than the comparison group, were less likely to work in academia, published fewer research articles, and produced more patents."
https://doi.org/10.1002/pam.21708,Journal of Policy Analysis and Management,2013,Do Alternative Base Periods Increase Unemployment Insurance Receipt Among Low-Educated Unemployed Workers?,Quantitative,Experiment,We used a natural-experiment design to capture the combined behavioral and mechanical effects of the policy change. 
https://doi.org/10.1002/pam.21725,Journal of Policy Analysis and Management,2013,The Impact of Earnings Disregards on the Behavior of Low-Income Families,Quantitative,Comparative, We explore the effect of these changes on women's labor supply and income using several data sources and multiple estimation strategies.
https://doi.org/10.1002/pam.21737,Journal of Policy Analysis and Management,2013,Does Universal Coverage Improve Health? The Massachusetts Experience,Quantitative,Statistical ,"Using data from the Behavioral Risk Factor Surveillance System, we provide evidence that health care reform in Massachusetts led to better overall self-assessed health."
https://doi.org/10.1002/pam.21731,Journal of Policy Analysis and Management,2013,What Happens the Morning After? The Costs and Benefits of Expanding Access to Emergency Contraception,Quantitative,Experimental,Table 2 presents a series of difference-in-difference estimates that test for the effect of access to EC on monthly natality using state-by-month log number of births as our dependent variable. 
https://doi.org/10.1002/pam.21728,Journal of Policy Analysis and Management,2013,Interactive Learning Online at Public Universities: Evidence from a Six-Campus Randomized Trial,Quantitative,Experimental,These data indicate that the randomization worked properly in that traditional- and hybrid-format students in fact have similar characteristics. 
https://doi.org/10.1002/pam.21732,Journal of Policy Analysis and Management,2013,Strategic Involuntary Teacher Transfers and Teacher Performance: Examining Equity and Efficiency,Quantitative,Data Collection,"This article uses administrative data from Miami-Dade County Public Schools to investigate the implementation and effects of the district's involuntary transfer policy, including which schools transferred and received teachers, which teachers were transferred, what kinds of teachers replaced them in their former schools, and how their performance—as measured by their work absences and value-added in math and reading—compared before and after the transfer."
https://doi.org/10.1002/pam.21735,Journal of Policy Analysis and Management,2013,The Effect of Mandatory Seat Belt Laws on Seat Belt Use by Socioeconomic Position,Quantitative,Statistical ,We identified the differential effect of legislation across higher versus lower education individuals using a difference-in-differences model based on state variations in the timing of the passage of laws. 
https://doi.org/10.1002/pam.21734,Journal of Policy Analysis and Management,2013,From Birth to School: Early Childhood Initiatives and Third-Grade Outcomes in North Carolina,Quantitative,Experimental,"Even more importantly, the programs were designed as experiments in which poor families were first recruited into a study and then were randomly assigned to either the treatment group of children who participated in the program or the control group. "
https://doi.org/10.1002/pam.21724,Journal of Policy Analysis and Management,2013,An Application of Unconditional Quantile Regression to Cigarette Taxes,Quantitative,Statistical ," Our ordinary least squares regression show an imprecise negative relationship between taxes and cigarettes smoked in the past 30 days, while UQR reveals a U-shaped relationship:"
https://doi.org/10.1002/pam.21740,Journal of Policy Analysis and Management,2013,Revisiting the Income Tax Effects of Legalizing Same-Sex Marriages,Quantitative,Statistical ,"We find that 23 states would realize a net fiscal benefit from legalization, while 21 states would experience a decline in revenue. "
https://doi.org/10.1002/pam.21748,Journal of Policy Analysis and Management,2014,Can Small High Schools of Choice Improve Educational Prospects for Disadvantaged Students?,Quantitative,Experimental,"This paper provides rigorous evidence (for 12,130 participants in a series of naturally occurring randomized lotteries) that a large-scale high school reform initiative (New York City's creation of 100+ small high schools of choice between 2002 and 2008) can markedly and consistently increase high school graduation rates (by 9.5 percentage points overall and for many different student subgroups) for a large population of educationally and economically disadvantaged students of color without increasing annual school operating costs. "
https://doi.org/10.1002/pam.21743,Journal of Policy Analysis and Management,2014,"The Forgotten Summer: Does the Offer of College Counseling After High School Mitigate Summer Melt Among College-Intending, Low-Income High School Graduates?",Quantitative,Experimental,We report on two randomized trials investigating efforts to mitigate summer melt. 
https://doi.org/10.1002/pam.21762,Journal of Policy Analysis and Management,2014,Did Age Discrimination Protections Help Older Workers Weather the Great Recession?,Quantitative,Statistical ,"We use a difference-in-difference-in-differences strategy to compare older and younger workers, in states with stronger and weaker laws, before, during, and after the Great Recession. "
https://doi.org/10.1002/pam.21761,Journal of Policy Analysis and Management,2014,The Effects of Contraception on Female Poverty,Quantitative,Statistical ,"Using census data from 1960 to 1990, we find that having legal access to the birth control pill by age 20 significantly reduces the probability that a woman is subsequently in poverty. "
https://doi.org/10.1002/pam.21763,Journal of Policy Analysis and Management,2014,The Impact of Rehabilitation and Counseling Services on the Labor Market Activity of Social Security Disability Insurance (SSDI) Beneficiaries,Quantitative,Experimental ,We use data from a social experiment to estimate the impact of a rehabilitation and counseling program on the labor market activity of newly entitled Social Security Disability Insurance (SSDI) beneficiaries. 
https://doi.org/10.1002/pam.21766,Journal of Policy Analysis and Management,2014,Property Rights and Forest Commons,Quantitative,Theoretical,"This article examines property rights to a common-pool resource (CPR) that are asymmetrically allocated among users, and presents a theoretical argument that property rights affect the allocation of resource benefits in two important ways. "
https://doi.org/10.1002/pam.21759,Journal of Policy Analysis and Management,2014,The Effect of Providing Breakfast in Class on Student Performance,Quantitative,Experimental , We exploit quasi-random timing of program implementation that allows for a difference-in-differences identification strategy. 
https://doi.org/10.1002/pam.21775,Journal of Policy Analysis and Management,2014,Recent Trends in U.S. Income and Expenditure Poverty,Quantitative,Statistical ,"Comparisons of spending and income poverty in the CE with income poverty in other surveys, spending data from the Panel Study of Income Dynamics, and a time series of employment levels, find the CE to be the outlier. "
https://doi.org/10.1002/pam.21780,Journal of Policy Analysis and Management,2014,What Is a Summer Job Worth? The Impact of Summer Youth Employment on Academic Outcomes,Quantitative,Experimental , estimates the impact of New York City's Summer Youth Employment Program (SYEP) on school attendance and other educational outcomes in the following school year for a large sample of low-income high school students.
https://doi.org/10.1002/pam.21784,Journal of Policy Analysis and Management,2014,The Impact of Subnational Fiscal Policies on Economic Growth: A Dynamic Analysis Approach,Quantitative,Statistical ," In this paper, we use panel vector autoregression (PVAR) to examine the effects of taxes and expenditures on state income growth. "
https://doi.org/10.1002/pam.21804,Journal of Policy Analysis and Management,2014,Assessing the Effects of Medical Marijuana Laws on Marijuana Use: The Devil is in the Details,Quantitative,Statistical ,"We employ differences-in-differences techniques, controlling for state and year fixed effects, allowing us to exploit within-state policy changes. "
https://doi.org/10.1002/pam.21781,Journal of Policy Analysis and Management,2014,How do Principals Assign Students to Teachers? Finding Evidence in Administrative Data and the Implications for Value Added,Quantitative,Statistical ," Using a large longitudinal data set from an anonymous state, we find evidence that a nontrivial amount of sorting exists—particularly sorting based on prior test scores—and that the extent of sorting varies considerably across schools, a fact obscured by the types of aggregate sorting indices developed in prior research. "
https://doi.org/10.1002/pam.21783,Journal of Policy Analysis and Management,2014,Student Age and the Collegiate Pathway,Quantitative,Statistical ,"Using a rich data set of all SAT test takers from the 2004 through 2008 high school graduation cohorts, we investigate the impact of state-specific school age-of-entry laws on students’ pathways into and through college. "
